user,btc_blocks,fraction
0x2bf5bbf9876ea883f2eabb75824d5d31790d8d02,3566198.146877983,0.0012568636061624132
0xfb008064c055bd0ad3636ac5c336bd35ee4c14ec,3553435.448571448,0.0012523655467845411
0xd50cbde55f8da4e8cf94f38deae2c722a5bd156b,3477987.703650276,0.0012257748973441946
0x54b3ff56f75671d91d85d44bccedbc9179e09afc,3445046.3523906353,0.001214165114648216
0x173663768f973a1b707a4c4a228f700c6590aac3,3444431.828186498,0.0012139485329902499
0xc99fc715e73294fd03b7c09d9a438a98f6c76ec3,3289843.374869741,0.0011594656935897344
0xbc8b74c6c89734e0a26ef762f1193975c8be64ac,3179829.275001265,0.0011206925484658567
0x7ac34681f6aaeb691e150c43ee494177c0e2c183,3132196.716840642,0.0011039050267537182
0xcdba605b7c58bfce7c1b742f3641a61093976b13,3113295.2417837074,0.0010972434294101593
0x488c7fc9a277781363d7f90ff04f334e226b2e27,3105885.5777467126,0.001094631982519542
0x3a7715b5e72262e963fba330a804d3f7b70b016a,3049390.3254518635,0.0010747209109509242
0x503f985605b6bce035f3433ca7e0d0852f0aec19,2995668.368761894,0.0010557872540326828
